,antecedents,consequents,lift,support,confidence,type
80,"('delay_count_4', 'lotto_count_2')","('pgsi_binary_1',)",1.0,0.13122171945701358,1.0,pgsi_binary_1
81,"('lotto_count_3', 'Q20_cat_2')","('pgsi_binary_1',)",1.0,0.09049773755656108,1.0,pgsi_binary_1
82,"('Q20_cat_1', 'delay_count_0')","('pgsi_binary_1',)",1.0,0.09502262443438914,1.0,pgsi_binary_1
83,"('delay_count_3', 'Q20_cat_2')","('pgsi_binary_1',)",1.0,0.14027149321266968,1.0,pgsi_binary_1
84,"('atgs_cat_4', 'lotto_count_2', 'gamble_freq_cat_3')","('pgsi_binary_1',)",1.0,0.1085972850678733,1.0,pgsi_binary_1
85,"('atgs_cat_4', 'gamble_freq_cat_3', 'Q20_cat_2')","('pgsi_binary_1',)",1.0,0.08597285067873303,1.0,pgsi_binary_1
86,"('Q20_cat_1', 'lotto_count_2', 'atgs_cat_4')","('pgsi_binary_1',)",1.0,0.08144796380090498,1.0,pgsi_binary_1
87,"('lotto_count_2', 'gamble_freq_cat_2', 'Q18_cat_2')","('pgsi_binary_1',)",1.0,0.09049773755656108,1.0,pgsi_binary_1
90,"('lotto_count_2', 'gamble_freq_cat_2', 'Q20_cat_2')","('pgsi_binary_1',)",1.0,0.08144796380090498,1.0,pgsi_binary_1
91,"('lotto_count_2', 'gamble_freq_cat_3', 'Q20_cat_2')","('pgsi_binary_1',)",1.0,0.08597285067873303,1.0,pgsi_binary_1
